Timestamp,Is holiday,Real temperature,Feels like temperature,Humidity,Speed of wind,PM25 pollution,Atmospheric CO2,Weather type,No. of shared scooter rides
2016-05-30 22:00:00,1,15.0°C,15.0°C,68.00%,,6.23 μg/m3,403.93ppm,Clear,585
2016-05-30 23:00:00,1,14.5°C,14.5°C,65.00%,25.0 km/h,9.53 μg/m3,406.6ppm,Scattered clouds,433
2016-05-31 0:00:00,0,14.0°C,14.0°C,69.50%,26.0 km/h,9.45 μg/m3,407.52ppm,Cloudy,226
2016-05-31 1:00:00,0,13.5°C,13.5°C,74.50%,22.0 km/h,9.64 μg/m3,405.03ppm,Cloudy,162
2016-05-31 2:00:00,0,13.0°C,13.0°C,77.00%,27.0 km/h,4.13 μg/m3,402.52ppm,Cloudy,110
2016-05-31 3:00:00,0,12.5°C,12.5°C,79.50%,27.0 km/h,7.8 μg/m3,404.36ppm,Broken clouds,53
2016-05-31 4:00:00,0,12.0°C,12.0°C,82.00%,30.0 km/h,9.88 μg/m3,404.15ppm,Cloudy,65
2016-05-31 5:00:00,0,12.0°C,12.0°C,82.00%,27.0 km/h,5.85 μg/m3,403.79ppm,Cloudy,111
2016-05-31 6:00:00,0,12.0°C,12.0°C,85.00%,27.0 km/h,8.85 μg/m3,402.36ppm,Rain,492
2016-05-31 7:00:00,0,,11.0°C,94.00%,23.0 km/h,7.17 μg/m3,406.43ppm,Rain,1065
2016-05-31 8:00:00,0,11.0°C,11.0°C,94.00%,20.0 km/h,6.59 μg/m3,404.31ppm,Rain,1213
2016-05-31 9:00:00,0,11.0°C,11.0°C,94.00%,27.0 km/h,6.91 μg/m3,401.35ppm,Rain,398
2016-05-31 10:00:00,0,,11.0°C,,22.0 km/h,10.37 μg/m3,406.15ppm,Rain,186
2016-05-31 11:00:00,0,,12.0°C,88.00%,23.0 km/h,9.34 μg/m3,408.34ppm,Broken clouds,168
2016-05-31 12:00:00,0,12.0°C,12.0°C,88.00%,25.0 km/h,7.82 μg/m3,405.55ppm,Rain,315
2016-05-31 13:00:00,0,13.0°C,13.0°C,82.00%,22.0 km/h,11.3 μg/m3,402.95ppm,Broken clouds,524
2016-05-31 14:00:00,0,,13.0°C,82.00%,25.0 km/h,5.31 μg/m3,409.22ppm,Broken clouds,687
2016-05-31 15:00:00,0,13.0°C,13.0°C,88.00%,21.0 km/h,7.04 μg/m3,404.94ppm,Cloudy,919
2016-05-31 16:00:00,0,13.0°C,13.0°C,,26.0 km/h,10.4 μg/m3,406.54ppm,Broken clouds,1272
2016-05-31 17:00:00,0,13.0°C,13.0°C,,28.0 km/h,7.73 μg/m3,404.22ppm,Broken clouds,2706
2016-05-31 18:00:00,0,13.0°C,13.0°C,82.00%,23.0 km/h,7.69 μg/m3,403.69ppm,Broken clouds,2464
2016-05-31 19:00:00,0,13.0°C,13.0°C,88.00%,21.5 km/h,7.82 μg/m3,406.46ppm,Rain,976
2016-05-31 20:00:00,0,13.0°C,13.0°C,88.00%,21.5 km/h,7.31 μg/m3,403.06ppm,Broken clouds,762
2016-05-31 21:00:00,0,13.0°C,13.0°C,88.00%,16.0 km/h,9.39 μg/m3,404.13ppm,Broken clouds,522
2016-05-31 22:00:00,0,13.0°C,,88.00%,19.5 km/h,6.76 μg/m3,404.76ppm,Broken clouds,392
2016-05-31 23:00:00,0,13.0°C,13.0°C,88.00%,17.0 km/h,12.03 μg/m3,407.54ppm,Broken clouds,290
2016-06-01 0:00:00,0,13.0°C,13.0°C,88.00%,17.0 km/h,5.88 μg/m3,402.18ppm,Broken clouds,174
2016-06-01 1:00:00,0,,13.0°C,88.00%,,10.54 μg/m3,407.12ppm,Broken clouds,115
2016-06-01 2:00:00,0,13.0°C,13.0°C,88.00%,15.0 km/h,9.24 μg/m3,406.54ppm,Broken clouds,71
2016-06-01 3:00:00,0,13.0°C,13.0°C,88.00%,10.0 km/h,6.98 μg/m3,406.17ppm,Rain,76
2016-06-01 4:00:00,0,13.0°C,13.0°C,88.00%,12.0 km/h,8.39 μg/m3,406.4ppm,Rain,84
2016-06-01 5:00:00,0,12.0°C,12.0°C,94.00%,14.0 km/h,9.27 μg/m3,402.74ppm,Rain,142
2016-06-01 6:00:00,0,12.0°C,12.0°C,94.00%,14.0 km/h,8.94 μg/m3,402.19ppm,Broken clouds,590
2016-06-01 7:00:00,0,12.5°C,12.5°C,,16.0 km/h,5.15 μg/m3,401.36ppm,Broken clouds,1884
2016-06-01 8:00:00,0,13.0°C,13.0°C,88.00%,16.0 km/h,8.58 μg/m3,404.21ppm,Broken clouds,3582
2016-06-01 9:00:00,0,13.0°C,13.0°C,88.00%,19.0 km/h,5.92 μg/m3,405.6ppm,Broken clouds,1806
2016-06-01 10:00:00,0,13.0°C,13.0°C,88.00%,20.0 km/h,9.57 μg/m3,403.02ppm,Cloudy,879
2016-06-01 11:00:00,0,13.0°C,13.0°C,88.00%,22.0 km/h,9.6 μg/m3,406.14ppm,Rain,785
2016-06-01 12:00:00,0,13.0°C,,88.00%,18.0 km/h,5.95 μg/m3,404.65ppm,Rain,908
2016-06-01 13:00:00,0,,13.0°C,88.00%,19.0 km/h,5.04 μg/m3,404.98ppm,Broken clouds,1030
2016-06-01 14:00:00,0,13.0°C,13.0°C,88.00%,19.0 km/h,7.54 μg/m3,406.21ppm,Broken clouds,979
2016-06-01 15:00:00,0,13.0°C,13.0°C,88.00%,18.5 km/h,7.64 μg/m3,405.0ppm,Broken clouds,1143
2016-06-01 16:00:00,0,13.0°C,,88.00%,19.5 km/h,8.01 μg/m3,402.61ppm,Broken clouds,1561
2016-06-01 17:00:00,0,13.0°C,13.0°C,88.00%,22.0 km/h,8.63 μg/m3,408.1ppm,Broken clouds,3107
2016-06-01 18:00:00,0,13.0°C,,88.00%,17.0 km/h,7.77 μg/m3,406.07ppm,Broken clouds,3156
2016-06-01 19:00:00,0,13.0°C,13.0°C,88.00%,18.0 km/h,8.16 μg/m3,402.75ppm,Broken clouds,1954
2016-06-01 20:00:00,0,12.5°C,12.5°C,91.00%,19.5 km/h,6.75 μg/m3,404.55ppm,Broken clouds,1160
2016-06-01 21:00:00,0,12.0°C,12.0°C,94.00%,21.0 km/h,6.46 μg/m3,405.32ppm,Broken clouds,765
2016-06-01 22:00:00,0,12.0°C,12.0°C,94.00%,23.0 km/h,8.91 μg/m3,402.59ppm,Cloudy,530
2016-06-01 23:00:00,0,12.0°C,12.0°C,88.00%,18.5 km/h,8.78 μg/m3,406.54ppm,Broken clouds,390
2016-06-02 0:00:00,0,12.0°C,12.0°C,,17.5 km/h,7.46 μg/m3,402.74ppm,Broken clouds,213
2016-06-02 1:00:00,0,11.0°C,11.0°C,94.00%,20.0 km/h,6.42 μg/m3,408.38ppm,Broken clouds,112
2016-06-02 2:00:00,0,11.0°C,11.0°C,94.00%,18.0 km/h,10.33 μg/m3,406.85ppm,Cloudy,95
2016-06-02 3:00:00,0,11.0°C,11.0°C,88.00%,19.0 km/h,10.57 μg/m3,403.62ppm,Broken clouds,53
2016-06-02 4:00:00,0,11.0°C,11.0°C,88.00%,15.0 km/h,9.71 μg/m3,402.85ppm,Rain,60
2016-06-02 5:00:00,0,11.0°C,11.0°C,88.00%,17.0 km/h,8.95 μg/m3,405.26ppm,Broken clouds,118
2016-06-02 6:00:00,0,,11.0°C,,19.5 km/h,6.37 μg/m3,402.18ppm,Broken clouds,637
2016-06-02 7:00:00,0,11.0°C,11.0°C,82.00%,,9.92 μg/m3,404.63ppm,Broken clouds,1982
2016-06-02 8:00:00,0,11.0°C,11.0°C,82.00%,22.0 km/h,8.87 μg/m3,404.94ppm,Broken clouds,3888
2016-06-02 9:00:00,0,11.0°C,11.0°C,82.00%,20.5 km/h,6.46 μg/m3,405.73ppm,Broken clouds,2013
2016-06-02 10:00:00,0,12.0°C,12.0°C,79.50%,19.5 km/h,9.06 μg/m3,406.94ppm,Broken clouds,912
2016-06-02 11:00:00,0,12.0°C,12.0°C,79.50%,23.0 km/h,7.23 μg/m3,406.67ppm,Broken clouds,906
2016-06-02 12:00:00,0,12.0°C,12.0°C,79.50%,24.0 km/h,9.24 μg/m3,406.91ppm,Broken clouds,1139
2016-06-02 13:00:00,0,12.0°C,12.0°C,77.00%,23.0 km/h,9.72 μg/m3,405.74ppm,Broken clouds,1330
2016-06-02 14:00:00,0,12.0°C,12.0°C,79.50%,25.0 km/h,8.78 μg/m3,405.3ppm,Broken clouds,1202
2016-06-02 15:00:00,0,12.0°C,,82.00%,24.0 km/h,6.75 μg/m3,403.66ppm,Broken clouds,1266
2016-06-02 16:00:00,0,12.0°C,12.0°C,77.00%,20.0 km/h,8.93 μg/m3,401.04ppm,Broken clouds,1683
2016-06-02 17:00:00,0,12.0°C,12.0°C,77.00%,20.5 km/h,8.84 μg/m3,405.27ppm,Broken clouds,3178
2016-06-02 18:00:00,0,12.0°C,12.0°C,77.00%,18.0 km/h,6.95 μg/m3,402.55ppm,Cloudy,3109
2016-06-02 19:00:00,0,11.0°C,11.0°C,82.00%,21.0 km/h,7.49 μg/m3,405.21ppm,Broken clouds,1865
2016-06-02 20:00:00,0,11.0°C,11.0°C,82.00%,19.5 km/h,10.86 μg/m3,400.47ppm,Broken clouds,1177
2016-06-02 21:00:00,0,11.0°C,11.0°C,82.00%,19.0 km/h,10.48 μg/m3,402.55ppm,Broken clouds,849
2016-06-02 22:00:00,0,11.0°C,11.0°C,82.00%,17.0 km/h,7.18 μg/m3,403.46ppm,Cloudy,648
2016-06-02 23:00:00,0,10.0°C,8.0°C,88.00%,17.0 km/h,4.97 μg/m3,411.31ppm,Cloudy,466
2016-06-03 0:00:00,0,10.0°C,8.0°C,88.00%,16.0 km/h,10.22 μg/m3,403.49ppm,Cloudy,247
2016-06-03 1:00:00,0,10.0°C,8.0°C,88.00%,14.0 km/h,11.18 μg/m3,404.11ppm,Cloudy,165
2016-06-03 2:00:00,0,10.0°C,8.0°C,88.00%,13.0 km/h,10.36 μg/m3,405.1ppm,Cloudy,97
2016-06-03 3:00:00,0,10.0°C,,88.00%,13.0 km/h,7.47 μg/m3,406.56ppm,Cloudy,103
2016-06-03 4:00:00,0,10.0°C,8.0°C,88.00%,14.0 km/h,9.01 μg/m3,403.53ppm,Cloudy,71
2016-06-03 5:00:00,0,10.0°C,,88.00%,14.0 km/h,6.61 μg/m3,401.07ppm,Cloudy,113
2016-06-03 6:00:00,0,10.0°C,8.0°C,88.00%,12.0 km/h,9.62 μg/m3,401.87ppm,Broken clouds,554
2016-06-03 7:00:00,0,10.0°C,8.0°C,85.00%,13.0 km/h,7.13 μg/m3,404.31ppm,Broken clouds,1765
2016-06-03 8:00:00,0,10.0°C,8.0°C,85.00%,14.0 km/h,7.05 μg/m3,408.03ppm,Cloudy,3555
2016-06-03 9:00:00,0,10.5°C,9.5°C,82.00%,16.0 km/h,7.87 μg/m3,402.97ppm,Cloudy,2010
2016-06-03 10:00:00,0,11.0°C,11.0°C,82.00%,14.0 km/h,7.16 μg/m3,406.53ppm,Cloudy,1021
2016-06-03 11:00:00,0,11.5°C,11.5°C,79.50%,13.0 km/h,9.1 μg/m3,403.97ppm,Broken clouds,999
2016-06-03 12:00:00,0,12.0°C,12.0°C,77.00%,13.0 km/h,6.72 μg/m3,404.59ppm,Cloudy,1273
2016-06-03 13:00:00,0,12.0°C,12.0°C,77.00%,,11.88 μg/m3,402.67ppm,Broken clouds,1412
2016-06-03 14:00:00,0,13.0°C,13.0°C,77.00%,13.0 km/h,8.83 μg/m3,405.74ppm,Broken clouds,1320
2016-06-03 15:00:00,0,13.0°C,13.0°C,77.00%,16.0 km/h,7.48 μg/m3,406.13ppm,Broken clouds,1467
2016-06-03 16:00:00,0,13.0°C,13.0°C,77.00%,13.0 km/h,6.54 μg/m3,401.62ppm,Broken clouds,2064
2016-06-03 17:00:00,0,13.0°C,13.0°C,77.00%,11.0 km/h,7.53 μg/m3,403.32ppm,Broken clouds,3336
2016-06-03 18:00:00,0,12.0°C,12.0°C,85.00%,13.0 km/h,7.69 μg/m3,404.74ppm,Broken clouds,2793
2016-06-03 19:00:00,0,,12.0°C,88.00%,10.0 km/h,7.59 μg/m3,406.02ppm,Broken clouds,1731
2016-06-03 20:00:00,0,12.0°C,12.0°C,91.00%,9.0 km/h,7.26 μg/m3,409.74ppm,Broken clouds,1211
2016-06-03 21:00:00,0,,12.0°C,94.00%,5.0 km/h,6.77 μg/m3,403.67ppm,Broken clouds,758
2016-06-03 22:00:00,0,12.0°C,12.0°C,94.00%,6.5 km/h,9.36 μg/m3,399.62ppm,Broken clouds,640
2016-06-03 23:00:00,0,12.0°C,12.0°C,94.00%,6.0 km/h,10.12 μg/m3,403.82ppm,Broken clouds,549
2016-06-04 0:00:00,0,12.0°C,12.0°C,94.00%,7.5 km/h,6.71 μg/m3,405.68ppm,Broken clouds,451
2016-06-04 1:00:00,0,12.0°C,12.0°C,94.00%,7.5 km/h,7.93 μg/m3,405.95ppm,Broken clouds,344
2016-06-04 2:00:00,0,12.0°C,12.0°C,94.00%,8.0 km/h,5.3 μg/m3,404.58ppm,Broken clouds,265
2016-06-04 3:00:00,0,12.0°C,12.0°C,94.00%,6.5 km/h,7.18 μg/m3,402.83ppm,Broken clouds,193
2016-06-04 4:00:00,0,12.0°C,12.0°C,94.00%,6.5 km/h,10.95 μg/m3,405.73ppm,Cloudy,110
2016-06-04 5:00:00,0,12.0°C,12.0°C,94.00%,6.5 km/h,9.8 μg/m3,405.18ppm,Broken clouds,105
2016-06-04 6:00:00,0,12.0°C,12.0°C,94.00%,7.0 km/h,8.93 μg/m3,405.47ppm,Broken clouds,158
2016-06-04 7:00:00,0,13.0°C,13.0°C,94.00%,7.5 km/h,6.27 μg/m3,403.52ppm,Broken clouds,272
2016-06-04 8:00:00,0,13.0°C,13.0°C,,7.0 km/h,6.95 μg/m3,406.69ppm,Broken clouds,561
2016-06-04 9:00:00,0,13.5°C,,91.00%,8.0 km/h,7.23 μg/m3,405.37ppm,Broken clouds,942
2016-06-04 10:00:00,0,14.0°C,14.0°C,91.00%,9.0 km/h,9.53 μg/m3,404.78ppm,Broken clouds,1423
2016-06-04 11:00:00,0,15.5°C,,85.50%,8.0 km/h,9.95 μg/m3,407.07ppm,Broken clouds,1779
2016-06-04 12:00:00,0,16.0°C,,83.00%,11.0 km/h,8.01 μg/m3,404.29ppm,Cloudy,2193
2016-06-04 13:00:00,0,17.5°C,,75.00%,11.0 km/h,9.36 μg/m3,406.77ppm,Cloudy,2312
2016-06-04 14:00:00,0,17.0°C,17.0°C,83.00%,11.0 km/h,6.91 μg/m3,403.84ppm,Cloudy,2510
2016-06-04 15:00:00,0,17.5°C,,80.50%,12.0 km/h,8.5 μg/m3,402.71ppm,Cloudy,2560
2016-06-04 16:00:00,0,18.0°C,18.0°C,78.00%,11.0 km/h,9.59 μg/m3,404.96ppm,Cloudy,2557
2016-06-04 17:00:00,0,18.0°C,18.0°C,80.50%,10.0 km/h,10.41 μg/m3,400.88ppm,Cloudy,2620
2016-06-04 18:00:00,0,19.0°C,19.0°C,78.00%,12.0 km/h,6.28 μg/m3,405.69ppm,Cloudy,2211
2016-06-04 19:00:00,0,19.0°C,19.0°C,78.00%,10.0 km/h,10.19 μg/m3,407.06ppm,Cloudy,1923
2016-06-04 20:00:00,0,18.0°C,18.0°C,83.00%,10.0 km/h,11.64 μg/m3,409.83ppm,Broken clouds,1429
2016-06-04 21:00:00,0,,17.5°C,83.00%,6.0 km/h,5.89 μg/m3,407.04ppm,Scattered clouds,1033
2016-06-04 22:00:00,0,17.0°C,17.0°C,88.00%,6.5 km/h,5.65 μg/m3,408.61ppm,Broken clouds,852
2016-06-04 23:00:00,0,16.0°C,16.0°C,88.00%,7.0 km/h,10.47 μg/m3,405.6ppm,Clear,894
2016-06-05 0:00:00,0,14.5°C,14.5°C,91.00%,6.0 km/h,7.47 μg/m3,407.79ppm,Clear,788
2016-06-05 1:00:00,0,14.0°C,14.0°C,91.00%,6.5 km/h,7.77 μg/m3,405.38ppm,Broken clouds,524
2016-06-05 2:00:00,0,13.0°C,13.0°C,94.00%,10.0 km/h,9.89 μg/m3,407.84ppm,Cloudy,355
2016-06-05 3:00:00,0,13.0°C,13.0°C,,,6.78 μg/m3,400.68ppm,Broken clouds,256
2016-06-05 4:00:00,0,12.0°C,12.0°C,,6.5 km/h,8.52 μg/m3,402.77ppm,Scattered clouds,169
2016-06-05 5:00:00,0,12.0°C,12.0°C,94.00%,7.0 km/h,6.07 μg/m3,404.26ppm,Broken clouds,109
2016-06-05 6:00:00,0,12.5°C,12.5°C,91.00%,8.0 km/h,9.43 μg/m3,406.76ppm,Broken clouds,162
2016-06-05 7:00:00,0,13.0°C,13.0°C,88.00%,9.0 km/h,9.42 μg/m3,406.45ppm,Broken clouds,241
2016-06-05 8:00:00,0,13.5°C,13.5°C,85.00%,11.0 km/h,8.39 μg/m3,403.12ppm,Broken clouds,495
2016-06-05 9:00:00,0,14.0°C,14.0°C,85.00%,14.0 km/h,8.15 μg/m3,402.16ppm,Broken clouds,883
2016-06-05 10:00:00,0,,15.0°C,79.50%,13.0 km/h,8.11 μg/m3,404.74ppm,Broken clouds,1548
2016-06-05 11:00:00,0,17.0°C,17.0°C,72.50%,12.0 km/h,7.88 μg/m3,404.06ppm,Scattered clouds,2305
2016-06-05 12:00:00,0,19.0°C,19.0°C,68.50%,11.0 km/h,8.02 μg/m3,404.19ppm,Scattered clouds,3340
2016-06-05 13:00:00,0,,20.0°C,64.00%,12.0 km/h,9.44 μg/m3,404.45ppm,Scattered clouds,3686
2016-06-05 14:00:00,0,22.0°C,22.0°C,61.00%,11.0 km/h,5.46 μg/m3,404.53ppm,Scattered clouds,3621
2016-06-05 15:00:00,0,23.0°C,23.0°C,55.00%,14.0 km/h,10.89 μg/m3,406.93ppm,Scattered clouds,3644
2016-06-05 16:00:00,0,24.0°C,24.0°C,55.50%,15.0 km/h,8.42 μg/m3,406.79ppm,Clear,3863
2016-06-05 17:00:00,0,22.5°C,,63.00%,18.5 km/h,11.51 μg/m3,404.12ppm,Clear,3736
2016-06-05 18:00:00,0,21.0°C,21.0°C,69.00%,17.0 km/h,8.51 μg/m3,404.22ppm,Clear,3281
2016-06-05 19:00:00,0,19.5°C,19.5°C,,16.0 km/h,8.15 μg/m3,406.59ppm,Clear,2660
2016-06-05 20:00:00,0,17.0°C,17.0°C,78.00%,15.0 km/h,9.07 μg/m3,405.55ppm,Clear,1946
2016-06-05 21:00:00,0,15.5°C,15.5°C,82.50%,17.0 km/h,6.26 μg/m3,406.86ppm,Clear,1262
2016-06-05 22:00:00,0,14.0°C,14.0°C,88.00%,15.0 km/h,6.53 μg/m3,406.0ppm,Scattered clouds,904
2016-06-05 23:00:00,0,13.0°C,13.0°C,,16.0 km/h,7.83 μg/m3,404.94ppm,Scattered clouds,451
2016-06-06 0:00:00,0,13.0°C,13.0°C,88.00%,13.0 km/h,8.25 μg/m3,405.41ppm,Scattered clouds,268
2016-06-06 1:00:00,0,12.5°C,12.5°C,91.00%,11.0 km/h,9.68 μg/m3,401.21ppm,Scattered clouds,164
2016-06-06 2:00:00,0,12.0°C,12.0°C,94.00%,10.0 km/h,8.25 μg/m3,403.74ppm,Broken clouds,93
2016-06-06 3:00:00,0,12.0°C,12.0°C,91.00%,10.0 km/h,10.31 μg/m3,407.95ppm,Broken clouds,44
2016-06-06 4:00:00,0,12.0°C,12.0°C,88.00%,9.0 km/h,4.12 μg/m3,407.08ppm,Broken clouds,64
2016-06-06 5:00:00,0,12.0°C,,88.00%,10.0 km/h,10.85 μg/m3,404.49ppm,Broken clouds,140
2016-06-06 6:00:00,0,,12.0°C,88.00%,11.0 km/h,7.52 μg/m3,402.78ppm,Broken clouds,691
2016-06-06 7:00:00,0,,12.0°C,85.00%,14.0 km/h,9.16 μg/m3,406.32ppm,Broken clouds,2499
2016-06-06 8:00:00,0,13.0°C,13.0°C,77.00%,16.0 km/h,9.93 μg/m3,401.13ppm,Clear,4547
2016-06-06 9:00:00,0,14.5°C,14.5°C,70.00%,16.0 km/h,6.16 μg/m3,405.96ppm,Clear,2317
2016-06-06 10:00:00,0,16.5°C,16.5°C,63.50%,15.0 km/h,10.3 μg/m3,405.1ppm,Clear,1208
2016-06-06 11:00:00,0,,18.5°C,,16.0 km/h,9.26 μg/m3,404.45ppm,Clear,1266
2016-06-06 12:00:00,0,20.5°C,20.5°C,56.50%,15.0 km/h,10.8 μg/m3,407.11ppm,Clear,1541
2016-06-06 13:00:00,0,19.0°C,19.0°C,62.00%,20.0 km/h,8.25 μg/m3,406.81ppm,Clear,1663
2016-06-06 14:00:00,0,18.5°C,18.5°C,66.00%,14.0 km/h,8.13 μg/m3,406.54ppm,Clear,1763
2016-06-06 15:00:00,0,21.0°C,21.0°C,49.50%,13.0 km/h,7.02 μg/m3,408.12ppm,Clear,1845
2016-06-06 16:00:00,0,22.0°C,21.0°C,45.50%,19.0 km/h,7.08 μg/m3,403.89ppm,Clear,2430
2016-06-06 17:00:00,0,21.5°C,21.0°C,42.00%,19.0 km/h,8.04 μg/m3,403.93ppm,Clear,4752
2016-06-06 18:00:00,0,20.5°C,20.5°C,39.00%,18.0 km/h,9.01 μg/m3,405.13ppm,Clear,4720
2016-06-06 19:00:00,0,19.5°C,19.5°C,47.50%,17.0 km/h,9.26 μg/m3,408.61ppm,Clear,2820
2016-06-06 20:00:00,0,16.5°C,16.5°C,61.00%,17.0 km/h,6.62 μg/m3,401.71ppm,Clear,1842
2016-06-06 21:00:00,0,14.5°C,14.5°C,74.50%,16.0 km/h,7.98 μg/m3,403.94ppm,Clear,1108
2016-06-06 22:00:00,0,14.0°C,,82.00%,14.0 km/h,8.47 μg/m3,403.76ppm,Clear,794
2016-06-06 23:00:00,0,14.0°C,14.0°C,77.00%,11.0 km/h,4.9 μg/m3,405.99ppm,Clear,471
2016-06-07 0:00:00,0,13.5°C,13.5°C,79.50%,11.0 km/h,9.42 μg/m3,402.71ppm,Clear,282
2016-06-07 1:00:00,0,13.0°C,13.0°C,82.00%,9.0 km/h,7.74 μg/m3,405.13ppm,Clear,145
2016-06-07 2:00:00,0,13.0°C,13.0°C,82.00%,8.0 km/h,8.15 μg/m3,408.42ppm,Clear,83
2016-06-07 3:00:00,0,13.0°C,13.0°C,82.00%,7.0 km/h,10.31 μg/m3,402.53ppm,Clear,46
2016-06-07 4:00:00,0,13.0°C,13.0°C,79.50%,7.5 km/h,6.63 μg/m3,403.27ppm,Clear,63
2016-06-07 5:00:00,0,13.0°C,13.0°C,77.00%,5.5 km/h,6.82 μg/m3,405.25ppm,Clear,163
2016-06-07 6:00:00,0,,13.5°C,74.50%,6.0 km/h,4.69 μg/m3,406.83ppm,Clear,845
2016-06-07 7:00:00,0,14.5°C,,74.50%,5.0 km/h,8.0 μg/m3,405.38ppm,Clear,2734
2016-06-07 8:00:00,0,16.5°C,16.5°C,70.00%,5.0 km/h,9.75 μg/m3,406.92ppm,Clear,4984
2016-06-07 9:00:00,0,18.5°C,18.5°C,66.00%,6.5 km/h,4.94 μg/m3,406.89ppm,Clear,2457
2016-06-07 10:00:00,0,20.5°C,,62.00%,8.0 km/h,6.55 μg/m3,402.73ppm,Clear,1239
2016-06-07 11:00:00,0,21.5°C,21.5°C,64.50%,10.0 km/h,8.35 μg/m3,404.72ppm,Scattered clouds,1160
2016-06-07 12:00:00,0,,22.5°C,,9.0 km/h,7.41 μg/m3,400.99ppm,Scattered clouds,1485
2016-06-07 13:00:00,0,23.0°C,23.0°C,61.00%,13.0 km/h,7.42 μg/m3,406.06ppm,Scattered clouds,1511
2016-06-07 14:00:00,0,,21.5°C,67.00%,13.0 km/h,8.33 μg/m3,409.26ppm,Broken clouds,790
2016-06-07 15:00:00,0,19.5°C,19.5°C,80.50%,7.0 km/h,10.86 μg/m3,403.82ppm,Thunderstorm,607
2016-06-07 16:00:00,0,19.5°C,19.5°C,83.00%,5.0 km/h,8.16 μg/m3,404.37ppm,Rain,1504
2016-06-07 17:00:00,0,20.5°C,20.5°C,75.50%,7.5 km/h,8.46 μg/m3,403.59ppm,Scattered clouds,3808
2016-06-07 18:00:00,0,20.0°C,,80.50%,8.0 km/h,8.82 μg/m3,407.98ppm,Clear,4031
2016-06-07 19:00:00,0,20.0°C,20.0°C,78.00%,8.0 km/h,5.18 μg/m3,406.29ppm,Clear,2506
2016-06-07 20:00:00,0,19.5°C,19.5°C,75.50%,11.0 km/h,8.59 μg/m3,404.41ppm,Clear,1699
2016-06-07 21:00:00,0,17.5°C,17.5°C,66.00%,13.0 km/h,5.79 μg/m3,402.25ppm,Clear,1110
2016-06-07 22:00:00,0,17.0°C,17.0°C,50.50%,,8.14 μg/m3,404.44ppm,Clear,884
2016-06-07 23:00:00,0,16.0°C,16.0°C,59.00%,9.0 km/h,9.74 μg/m3,402.87ppm,Clear,540
2016-06-08 0:00:00,0,16.0°C,16.0°C,61.00%,4.0 km/h,7.48 μg/m3,404.79ppm,Clear,320
2016-06-08 1:00:00,0,,16.0°C,65.50%,2.0 km/h,9.71 μg/m3,405.29ppm,Clear,138
2016-06-08 2:00:00,0,,,68.00%,2.0 km/h,5.51 μg/m3,403.28ppm,Clear,76
2016-06-08 3:00:00,0,16.0°C,16.0°C,70.00%,6.5 km/h,8.52 μg/m3,404.22ppm,Rain,47
2016-06-08 4:00:00,0,15.0°C,15.0°C,82.00%,,8.54 μg/m3,406.97ppm,Rain,48
2016-06-08 5:00:00,0,15.0°C,15.0°C,91.00%,3.0 km/h,4.06 μg/m3,403.74ppm,Rain,127
2016-06-08 6:00:00,0,16.0°C,,91.00%,6.5 km/h,8.87 μg/m3,408.17ppm,Rain,689
2016-06-08 7:00:00,0,17.0°C,17.0°C,88.00%,0.0 km/h,3.62 μg/m3,406.04ppm,Clear,2446
2016-06-08 8:00:00,0,18.0°C,18.0°C,83.00%,2.0 km/h,8.35 μg/m3,405.7ppm,Clear,4672
2016-06-08 9:00:00,0,19.5°C,19.5°C,73.50%,7.0 km/h,8.76 μg/m3,405.95ppm,Scattered clouds,2439
2016-06-08 10:00:00,0,21.0°C,21.0°C,64.00%,6.5 km/h,7.45 μg/m3,400.55ppm,Scattered clouds,1166
2016-06-08 11:00:00,0,22.5°C,22.5°C,61.00%,5.0 km/h,8.34 μg/m3,406.88ppm,Scattered clouds,1140
2016-06-08 12:00:00,0,23.5°C,23.5°C,55.50%,5.0 km/h,11.49 μg/m3,407.35ppm,Scattered clouds,1578
2016-06-08 13:00:00,0,24.5°C,24.5°C,52.50%,7.0 km/h,7.27 μg/m3,406.1ppm,Rain,1614
2016-06-08 14:00:00,0,22.0°C,22.0°C,73.00%,4.0 km/h,6.34 μg/m3,402.23ppm,Rain,1167
2016-06-08 15:00:00,0,22.0°C,22.0°C,67.00%,6.0 km/h,11.15 μg/m3,405.92ppm,Rain,750
2016-06-08 16:00:00,0,21.5°C,21.5°C,60.50%,7.5 km/h,8.38 μg/m3,402.94ppm,Rain,1252
2016-06-08 17:00:00,0,21.5°C,21.5°C,71.00%,6.5 km/h,9.82 μg/m3,406.43ppm,Scattered clouds,3354
2016-06-08 18:00:00,0,22.5°C,22.5°C,,3.5 km/h,5.62 μg/m3,406.23ppm,Scattered clouds,4007
2016-06-08 19:00:00,0,19.0°C,19.0°C,75.50%,19.5 km/h,4.36 μg/m3,404.27ppm,Rain,2606
2016-06-08 20:00:00,0,16.5°C,16.5°C,78.00%,,6.75 μg/m3,405.51ppm,Scattered clouds,1907
2016-06-08 21:00:00,0,14.5°C,14.5°C,85.00%,19.5 km/h,7.78 μg/m3,405.61ppm,Scattered clouds,1234
2016-06-08 22:00:00,0,14.0°C,14.0°C,88.00%,18.5 km/h,7.26 μg/m3,407.56ppm,Broken clouds,865
